unique_id,ds,y,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
electricity_consumption,2019-02-04,7494.625,6940.333333333333,1376.75,336.875,1840.5,1683.375,1531.9583333333333,115.625,54.375
electricity_consumption,2019-02-05,7761.458333333333,7573.333333333333,1372.0833333333333,1135.4583333333333,1802.0416666666667,1664.875,1508.9166666666667,36.708333333333336,52.208333333333336
electricity_consumption,2019-02-06,7921.75,8261.916666666666,1381.2916666666667,1643.6666666666667,2015.125,1715.5833333333333,1415.125,43.416666666666664,46.833333333333336
electricity_consumption,2019-02-07,7947.541666666667,8207.541666666666,1366.1666666666667,1171.0,2401.5416666666665,1659.9583333333333,1503.9166666666667,55.583333333333336,48.458333333333336
electricity_consumption,2019-02-08,7999.916666666667,7794.916666666667,1377.4583333333333,191.45833333333334,2549.9166666666665,1796.3333333333333,1762.0,61.5,55.75
electricity_consumption,2019-02-09,7420.791666666667,7336.916666666667,1386.6666666666667,109.66666666666667,2193.25,1764.5,1715.7083333333333,109.33333333333333,56.375
electricity_consumption,2019-02-10,6798.833333333333,6635.458333333333,1391.4583333333333,267.5,1794.2083333333333,1390.2083333333333,1573.1666666666667,161.54166666666666,56.041666666666664
electricity_consumption,2019-02-11,7716.333333333333,7769.208333333333,1371.2083333333333,1085.9166666666667,1806.25,1674.125,1669.0416666666667,99.70833333333333,61.791666666666664
electricity_consumption,2019-02-12,8024.666666666667,8054.958333333333,1379.25,1209.875,1883.9166666666667,1776.8333333333333,1715.9166666666667,24.875,63.083333333333336
electricity_consumption,2019-02-13,7932.833333333333,7904.375,1392.5,1260.3333333333333,1733.3333333333333,1635.0,1690.9166666666667,127.125,64.16666666666667
electricity_consumption,2019-02-14,8023.25,7890.916666666667,1380.0833333333333,880.125,1734.9583333333333,1851.7916666666667,1893.125,86.20833333333333,63.541666666666664
electricity_consumption,2019-02-15,7977.625,8247.375,1374.1666666666667,1227.2083333333333,1691.4583333333333,1844.4166666666667,1957.125,85.125,66.79166666666667
electricity_consumption,2019-02-16,7331.0,7273.583333333333,1384.5,452.375,1660.9166666666667,1668.25,1859.4583333333333,182.33333333333334,64.79166666666667
electricity_consumption,2019-02-17,6677.416666666667,6794.416666666667,1385.0416666666667,777.125,1434.0416666666667,1262.25,1665.125,207.625,62.0
electricity_consumption,2019-02-18,7531.458333333333,7175.666666666667,1366.5416666666667,409.9583333333333,1680.5833333333333,1591.375,1851.6666666666667,210.25,63.833333333333336
electricity_consumption,2019-02-19,7625.291666666667,7792.583333333333,1386.1666666666667,992.75,1629.25,1694.25,1823.1666666666667,201.20833333333334,64.45833333333333
electricity_consumption,2019-02-20,7647.0,7492.708333333333,1376.25,779.3333333333334,1554.5833333333333,1654.25,1878.5416666666667,184.41666666666666,64.29166666666667
electricity_consumption,2019-02-21,7642.791666666667,7510.875,1372.9166666666667,614.6666666666666,1623.4166666666667,1781.375,1905.5416666666667,150.41666666666666,61.25
electricity_consumption,2019-02-22,7909.958333333333,7658.708333333333,1378.2083333333333,1096.8333333333333,1395.2916666666667,1740.1666666666667,1947.4583333333333,43.375,56.416666666666664
electricity_consumption,2019-02-23,7532.958333333333,8360.833333333334,1387.7083333333333,2197.25,1313.0416666666667,1619.75,1628.1666666666667,160.95833333333334,53.291666666666664
electricity_consumption,2019-02-24,6967.25,7046.958333333333,1391.125,439.3333333333333,1470.8333333333333,1818.8333333333333,1736.75,135.0,54.166666666666664
electricity_consumption,2019-02-25,7872.291666666667,7708.791666666667,1374.2083333333333,1304.4583333333333,1319.9166666666667,1742.0416666666667,1688.1666666666667,220.66666666666666,58.541666666666664
electricity_consumption,2019-02-26,7994.375,8290.541666666666,1384.9583333333333,1790.7083333333333,1331.625,1644.25,1958.7916666666667,122.16666666666667,57.208333333333336
electricity_consumption,2019-02-27,7863.625,8467.583333333334,1386.125,1943.0833333333333,1402.2916666666667,1456.9166666666667,2089.25,125.625,63.083333333333336
electricity_consumption,2019-02-28,7699.958333333333,8282.333333333334,1378.7916666666667,1747.5416666666667,1308.9583333333333,1478.5,2075.9166666666665,229.04166666666666,62.625
electricity_consumption,2019-03-01,7537.583333333333,7717.833333333333,1385.0833333333333,699.7916666666666,1524.3333333333333,1615.875,2257.2916666666665,172.58333333333334,61.875
electricity_consumption,2019-03-02,7073.708333333333,7323.5,1392.6666666666667,716.5,1415.9166666666667,1555.25,2038.375,145.125,59.25
electricity_consumption,2019-03-03,6628.208333333333,6696.583333333333,1390.5833333333333,357.0833333333333,1383.6666666666667,1444.7083333333333,1897.0,168.0,54.958333333333336
electricity_consumption,2019-03-04,7368.958333333333,7688.375,1365.5416666666667,1247.5833333333333,1370.375,1498.125,1930.375,221.5,54.416666666666664
electricity_consumption,2019-03-05,7507.166666666667,8167.083333333333,1392.4583333333333,1581.6666666666667,1639.75,1499.5416666666667,1821.25,173.66666666666666,58.458333333333336
electricity_consumption,2019-03-06,7471.833333333333,7664.583333333333,1389.125,902.3333333333334,1561.7083333333333,1633.375,1938.9166666666667,181.70833333333334,56.708333333333336
electricity_consumption,2019-03-07,7521.791666666667,7669.541666666667,1376.375,1334.0833333333333,1346.4583333333333,1524.2916666666667,1863.4166666666667,167.79166666666666,56.125
electricity_consumption,2019-03-08,7214.625,7222.166666666667,1381.4583333333333,781.7916666666666,1732.2916666666667,1112.6666666666667,1996.0416666666667,161.75,55.666666666666664
electricity_consumption,2019-03-09,6651.833333333333,6319.166666666667,1398.4166666666667,1045.875,1042.9583333333333,1051.5,1559.3333333333333,165.5,55.0
electricity_consumption,2019-03-10,6160.208333333333,6716.458333333333,1394.3333333333333,1851.3333333333333,1142.0,866.2916666666666,1224.5,188.45833333333334,48.666666666666664
electricity_consumption,2019-03-11,6948.75,6947.833333333333,1368.9166666666667,1719.625,1539.0,921.0,1187.4583333333333,158.66666666666666,52.75
electricity_consumption,2019-03-12,7395.083333333333,7715.666666666667,1380.75,1055.9583333333333,2500.5,1223.5833333333333,1384.875,114.29166666666667,55.25
electricity_consumption,2019-03-13,7281.833333333333,7419.916666666667,1375.7916666666667,676.0833333333334,2209.3333333333335,1310.25,1573.2083333333333,217.875,56.583333333333336
electricity_consumption,2019-03-14,7346.666666666667,7373.208333333333,1373.0416666666667,594.4583333333334,2289.5,1217.0416666666667,1695.6666666666667,146.79166666666666,56.291666666666664
electricity_consumption,2019-03-15,7333.5,7041.916666666667,1381.1666666666667,314.5,2186.7916666666665,1194.5,1718.25,189.375,56.708333333333336
electricity_consumption,2019-03-16,6984.166666666667,7608.208333333333,1391.7916666666667,1631.0416666666667,1856.875,860.8333333333334,1687.2083333333333,129.58333333333334,50.0
electricity_consumption,2019-03-17,6158.791666666667,5969.75,1393.8333333333333,353.875,1559.625,781.7083333333334,1600.9583333333333,228.29166666666666,50.833333333333336
electricity_consumption,2019-03-18,6943.625,7083.708333333333,1373.625,1495.7083333333333,1529.875,910.4166666666666,1488.8333333333333,236.54166666666666,48.333333333333336
electricity_consumption,2019-03-19,7145.833333333333,7450.791666666667,1384.9583333333333,1474.0833333333333,1941.9583333333333,937.5416666666666,1502.5,162.0,46.958333333333336
electricity_consumption,2019-03-20,7254.458333333333,7236.083333333333,1379.875,837.7916666666666,2290.2916666666665,984.3333333333334,1573.4583333333333,119.95833333333333,50.041666666666664
